id,code,name,aliquot,month_ucim,year_ucim
concept342,1451,Aparatos o máquinas expendedoras de cigarrillos exclusivos (quinientos 500 UCIM) por máquina o aparato mensual,2,1340,16080
concept343,1452,"Aparatos o máquinas expendedoras de bebidas frías no alcohólicas o bebidas, infusiones y café calientes (100 UCIM por máquina o aparato mensual)",2,1340,16080
concept344,1453,Aparatos o máquinas de juegos de diversiones accionadas por medio de fichas o monedas (trescientos 300 UCIM) por maquina o aparto mensual (no incluye maquinas traganíqueles),2,1340,16080
concept345,1454,Máquinas o aparatos para medición de peso automático (100 UCIM) por maquina o aparato mensual,2,1340,16080
concept346,1455,"Sinfónicas bares, institutos o salones baile (300 UCIM) por máquina o aparato mensual",2,1340,16080
concept347,1456,"Sinfónicas, rockolas (300 UCIM) por maquina o parato mensual",2,1340,16080
concept348,1457,"Sala de pool billares, salas de juego, patio de bolas criollas, bowling. (500 UCIM) por mesa, cancha o similar mensual.",2,1340,16080
concept349,1458,Aparatos o maquinas traganíqueles de juegos de envite y azar accionadas por medio de,2,1340,16080
concept350,1406,Sociedades y consorcios de inversoras y/o financiadoras de seguros,18,1670,20040
concept351,1407,"Otras empresas de Seguro, Fondos de Protección, Fondos de Previsión y similares",16,1670,20040
concept352,1408,"Otros servicios financieros, Empresas Bancarias, de Capitalización, de Seguros y similares no especificados en otra parte",18,1670,20040
concept353,1415,Bolsa de valores de productos y metales varios,18,1670,20040
concept354,1416,Empresa de investigación y asesoramiento sobre inversiones,18,1670,20040
concept355,1417,"Arrendamientos, compras y venta de patente y licencia",18,1670,20040
concept356,1418,"Otros servicios financieros, y similares no especificados",18,1670,20040
concept357,1430,Inmobiliarias y ventas de inmueble,20,1670,20040
concept358,1431,Urbanizadoras,10,1670,20040
concept359,1432,"Otras operaciones y negociones Inmobiliarias, ventas de inmueble no especificadas en ninguna parte",10,2090,25080
concept360,1433,Promotoras,5,1670,20040
concept361,1434,Administración de condominio,10,1670,20040
concept362,1435,Constructora con venta de inmueble,10,1670,20040
concept363,1440,"Hospedaje, posadas, hosterías y pensiones",4,1170,14040
concept364,1441,Hoteles ejecutivos,10,1340,16080
concept365,1378,"Gimnasio, Centro de fisicoculturismo",12,1010,12120
concept366,1379,Centro de Rehabilitación y Terapias (Fisiatría),10,1010,12120
concept367,1380,Servicios médicos,10,1010,12120
concept368,1381,Alquileres d trajes,10,1670,20040
concept369,1390,Agencia o empresas de inversiones,18,1670,20040
concept370,1391,Agencia de avalúos y servicios para fines de seguro,18,1670,20040
concept371,1392,"Bancos, sucursales y agencias",18,1670,20040
concept372,1393,"Compañias y agencias de seguros, reaseguros y coaseguros",18,1670,20040
concept373,1394,Agentes de corredores de empresas de seguros,18,1670,20040
concept374,1395,Empresa de crédito prendario,18,1670,20040
concept375,1396,Asociaciones de ahorros y préstamos,18,1670,20040
concept376,1397,Bancos de créditos hipotecarios,18,1670,20040
concept377,1398,Casa de empeño,18,1670,20040
concept378,1399,Casas o agentes de cambios de divisas,18,1670,20040
concept379,1400,Instituciones de comercio industrial,18,1670,20040
concept380,1401,Instituciones de crédito agrícola,18,1670,20040
concept381,1402,Instituciones de crédito personal y corresponsales y agentes de préstamo,18,1670,20040
concept382,1403,Otros establecimientos financieros no especificados,18,1670,20040
concept383,1404,Sociedades y consorcios Inversiones,18,1670,20040
concept384,1405,"Compañias fiduciarias, sociedades financieras, etc",18,1670,20040
concept385,1356,Servicio de mantenimientos de áreas verdes,10,1010,12120
concept386,1357,"Gimnasio, centros estéticos y Spa",10,1010,12120
concept387,1358,"Escuela de danzas, modelaje y otros similares",10,1010,12120
concept388,1359,Servicio especial y encomiendas,10,1010,12120
concept389,1360,Grúas y remolques,7,1010,12120
concept390,1361,Confección y/o Reparación de prendas de vestir,10,1010,12120
concept391,1362,Peluquería canina,10,1010,12120
concept392,1363,Estampados y Bordados,10,1010,12120
concept393,1364,Servicio de Transporte de valores,7,1670,20040
concept394,1365,Escuelas de capacitación profesional y formación académica,7,1170,14040
concept395,1366,Estudios de Grabación,10,1170,14040
concept396,1367,Viveros,10,1170,14040
concept397,1368,Centro de Planchado,10,1010,12120
concept398,1369,Empresas de Servicios y comercios no especificados en otra parte,15,1010,12120
concept399,1370,Servicio de Ploteo,10,1010,12120
concept400,1371,Recarga de Cartuchos de Tinta,10,1010,12120
concept401,1372,Reparación de calzados y otros artículos de cuero,10,1010,12120
concept402,1373,Servicio de reparación de ascensores,10,1010,12120
concept403,1374,Ventas de pelucas,10,1010,12120
concept404,1375,Centros de estéticas y spa,15,1010,12120
concept405,1376,Salón de belleza y peluquería,12,1010,12120
concept406,1377,Centro de estética cejas y uñas,12,1010,12120
concept407,1334,Servicios de transporte Camiones y gandolas de carga,7,1010,12120
concept408,1335,"Servicios de transportes Camionetas, minibuses, autos y motos",7,1010,12120
concept409,1336,Cines,15,1010,12120
concept410,1337,Clínicas y otras instituciones similares,15,1170,14040
concept411,1338,Depósitos de mercancías  de industrias diversas (sin facturación),10,1670,20040
concept412,1339,"Empresas de jardinería, reforestación y similares",10,1010,12120
concept413,1340,Estacionamientos techadas sin techar y garajes,6,1010,12120
concept414,1341,"Gestorías, oficinas de representaciones comerciales",10,1010,12120
concept415,1342,Hospitales y clínicas para animales,10,1010,12120
concept416,1343,Laboratorios médicos dentales,10,1010,12120
concept417,1344,Lavanderías y tintorerías,10,1010,12120
concept418,1345,Limpieza y mantenimiento a domicilio,10,1010,12120
concept419,1346,Oficinas de contratación y representación de artistas,10,1010,12120
concept420,1347,Oficinas de representaciones comerciales,10,1010,12120
concept421,1348,Recolección y destrucción de desperdicios,10,1010,12120
concept422,1349,Servicio de ambulancia,10,1010,12120
concept423,1350,"Servicio de reproducción, impresión, heliográficas, fotocopias y mecanografías",10,1010,12120
concept424,1351,Servicios varios no específicos,10,1010,12120
concept425,1352,Tratamiento o eliminación de aguas negras y explotación de sistemas de drenajes,10,1010,12120
concept426,1353,Laboratorios Clínicos,10,1010,12120
concept427,1354,Servicios odontológicos,10,1010,12120
concept428,1355,Servicios oftalmológicos,10,1010,12120
concept429,1315,"Agencia de detectives, de protección personal de vigilancia y resguardo de la propiedad",10,1010,12120
concept430,1316,Agencia de festejos,15,1670,20040
concept431,1317,"Salones de Eventos, Sala Show, Organizadores de Eventos",15,1670,20040
concept432,1318,"Clubes sociales, centro de recreo privados y deportivos familiares con piscinas y cacha de tenis",10,1010,12120
concept433,1319,Servicio de esparcimiento y recreación no específicas,10,1340,16080
concept434,1320,"Empresa que proporcionan espectáculos en vivo, Teatros, Bandas, Conciertos, Compañias teatrales, talento en vivo, otros afines",20,1670,20040
concept435,1321,Agencia de películas y distribuidores,15,1010,12120
concept436,1322,Agencia de publicidad y publicidades,10,1010,12120
concept437,1323,"Agencia de viajes, cambio, aviones, barcos, etc.",15,1010,12120
concept438,1324,"Agencia funeraria, Crematorios",10,1010,12120
concept439,1325,Agencia y oficinas de cobranzas,15,1010,12120
concept440,1326,Agencias de billetes de lotería,10,3340,40080
concept441,1327,Sub-Agencias de billetes de lotería,10,2090,25080
concept442,1328,Distribuidores de Billetes de Loterías y otros tipos de juegos de envite y azar,22,3340,40080
concept443,1329,Alquileres de películas cinematográficas,15,1010,12120
concept444,1330,"Autobuses, transporte de pasajeros urbanos",7,1010,12120
concept445,1331,"Auto lavado, Puente de lavado y/o engrase y afines",10,1010,12120
concept446,1332,"Barberías, peluqerías, salones de belleza y pedicura",10,1170,14040
concept447,1333,"Expendido de gasolina, gasoil, gas natural (no incluye aceites, grasas, lubricantes y aditivos especialmente para vehículos)",5,1010,12120
concept448,1293,Distribuidores y representantes autorizados de sotfware y hardware,10,1670,20040
concept449,1294,Empresas de instalación y desarrollos de redes,18,1670,20040
concept450,1295,"Otras actividades conexos en telecomunicaciones y comuicación (comercios, industrias, personales no especificados)",11,1010,12120
concept451,1296,Otras actividades relacionadas con la venta y distribución ON LINE al Detal y al Mayor no clasificadas en ninguna parte,15,1170,14040
concept452,1300,Distribuidora de gas por bombonas,7,1170,14040
concept453,1301,Empresas de acueductos y cloacas,10,1170,14040
concept454,1302,Empresas de luz y fuerza eléctrica y/o empresas similares,10,1170,14040
concept455,1303,Empresas de teléfonos,11,1170,14040
concept456,1304,"Otros servicios similares no especificados anteriormente (servicio de internet, televisión por cable)",10,1170,14040
concept457,1305,Venta de gases medicinales,11,1170,14040
concept458,1310,Agencia de alquileres de máquinas o equipos,20,1010,12120
concept459,1311,Alquiler de equipos audiovisuales y similares,10,1010,12120
concept460,1312,Agencia de colocaciones (excepto las domésticas),10,1010,12120
concept461,1313,"Agencia de alquiler de autos sin chofer, Autoescuela",10,1010,12120
concept461,1314,"Agencia de negocios, oficinas comerciales",15,1010,12120
concept462,1237,Detal de maquinarias agrícolas y/o repuestos,10,1170,14040
concept463,1238,Mayor de maquinarias agrícolas y/o repuestos,9,1170,14040
concept464,1239,"Detal de maquinarias industriales, máquina de coser, oficina y otros",10,1170,14040
concept465,1240,"Mayor de maquinarias industriales, maquina de coser, oficina y otros",10,1170,14040
concept466,1241,Detal de acumuladores o baterías,11,1170,14040
concept467,1242,Mayor de acumuladores o baterías,10,1170,14040
concept468,1243,Detal de llantas y cámaras de caucho,11,1170,14040
concept469,1244,Mayor de llantas y cámaras de caucho,10,1170,14040
concept470,1245,Reencauchadoras,10,1170,14040
concept471,1246,Venta de máquinas registradoras,10,1170,14040
concept472,1247,"Detal de grasa, aceites y lubricantes activos y especiales para vehículos automotores",10,1010,12120
concept473,1248,"Mayor y  distribuidoras de grasa, aceites y lubricantes activos y especiales para vehículos automotores",10,1340,16080
concept474,1249,Lanchas y motores para lanchas y otras embarcaciones,10,1170,14040
concept475,1250,"Distribuidores y mayoristas de maquinarias, vehículos, equipos industriales y/o repuestos para automotores y similares o conexos no especifícadas",12,1340,16080
concept476,1251,Otras actividades comerciales e industriales conexas no especificadas,15,1340,16080
concept477,1260,"Artículos para adornos, decoraciones",10,1010,12120
concept478,1261,Artículos para arreglos y novedades,10,1010,12120
concept479,1262,"Artículos de decoraciones, cortinas y adornos",15,1010,12120
concept480,1263,Floristeria,10,1010,12120
concept481,1264,Joyerías y relojerías,10,1670,20040
concept482,1265,"Perfumerías, artículos de tocador y cosméticos de uso personal",10,1340,16080
concept483,1266,Reparación de relojes y sus joyas sin venta,15,1010,12120
concept484,1267,"Distribuidores y/o mayoristas de joyerías, relojerías, perfumerías, antiguedades y articulos para regalos no especificados",8,1670,20040
concept485,1268,Otros comercios de ventas al detal de productos y artículos de regalo conexos o similares no especificados,18,1670,20040
concept486,1275,Actividades de radio difusión y Televisión,5,1010,12120
concept487,1276,Actividades de telecomunicación no especificadas,10,1010,12120
concept488,1277,"Empresas de venta de teléfonos celulares, tabletas y accesorios similares o conexos",10,1010,12120
concept489,1278,"Agentes Autorizados de empresas, Ventas de Accesorios similares o conexos",5,1010,12120
concept490,1279,Centro de comunicaciones y navegación de internet,5,1670,20040
concept491,1280,Servicio de telecomunicación Pre pagado (Incluye venta de tarjetas),10,1010,12120
concept492,1281,Distribuidores de Tarjetas Prepagadas,9,1670,20040
concept493,1290,"Ventas al mayor de equipos de computación, de articulos de computación consumibles conexos y afines",10,1340,16080
concept494,1291,"Ventas, detal de equipos de computación, repuestos, artículos consumibles conexos y afines",10,1340,16080
concept495,1292,Empresas mayoristas de piezas y partes de computadoras personales,10,1340,16080
concept496,1211,Otros establecimientos que expende alimentos preparados y bebidas no alcohólicas no especificados no especificados (Delivery),40,1340,16080
concept497,1212,Servicio de comedores industriales,9,1010,12120
concept498,1213,"Detal de cigarrillos, tabacos y similares",18,1670,20040
concept499,1214,"Mayor de cigarrillos, tabacos y similares",18,1670,20040
concept500,1220,"Licorerías, botillería, expendio de bebidas alcohólicas en envases originales y sellados",30,1670,20040
concept501,1221,Bodegones con expendio de bebidas alcohólicas en envases originales y sellados.,32,1670,20040
concept502,1222,"Distribuidoras, importaciones, ventas al mayor de bebidas alcohólicas (incluye almacenaje)",30,3340,40080
concept503,1223,"Agentes, ruteros y franquiciados, de bebidas alcohólicas en unidades automotoras en sus envases originales",20,1670,20040
concept504,1224,Depósito y almacenaje de licores nacionales e importados en general,10,1670,20040
concept505,1230,Detal de bicicletas y/o repuestos,10,1170,14040
concept506,1231,Detal de repuestos y accesorios para vehículos a motor,10,1170,14040
concept507,1232,Mayor de repuestos y accesorios para vehículos a motor,10,1170,14040
concept508,1233,"Venta de vehículos, automóviles, camiones, buses ( nuevos)",10,1170,14040
concept509,1234,"Venta de vehículos, automóviles, camiones, buses (usados)",10,1170,14040
concept510,1235,"Ventas de vehículos, automóviles, motocicletas no especificados en otra parte de este subgrupo",10,1170,14040
concept511,1236,"Venta de repuestos para maquinarias, equipos y similares no especificados",10,1170,14040
concept512,1193,"Grabados, medallas y placas",10.5,1010,12120
concept513,1194,"Distribuidores y/o mayoristas de artículos musicales, fotografía, libros, juguetes, artículos religiosos, deportes, videos y otros no especificados",10,1010,12120
concept514,1195,Depósito y almacenaje de todo tipo de  mercancía seca en general,10,1670,20040
concept515,1200,"Areperas, venta de empanadas, desayunos, chicharronera, cachapera, refresquerñia, y similares sin expendio de bebidas alcohólicas.",10,1170,14040
concept516,1201,"Heladerías y cafetería, fuente de soda, pizzerías y similares sin expendio de bebidos alcohólicas",10,1170,14040
concept517,1202,Bar restaurantes con expendio de bebidas alcohólicas,20,1670,20040
concept518,1203,Restaurant sin expendio de bebidas alcohólicas,10,1340,16080
concept519,1204,"Restaurant de comida rápida, sin expendio de bebidas alcohólicas",10,1340,16080
concept520,1205,"Bar restaurantes con expendio de bebidas alcohólicas, músicales en vivo, karaoke",25,1670,20040
concept521,1206,"Cantinas, tascas, bares y discotecas, dancing, club nocturno y cabaret",40,1670,20040
concept522,1207, Centros hípicos (jugadas),40,3340,40080
concept523,1208,Salas de bingos,40,3340,40080
concept524,1209,Salas de juegos y casinos,40,3340,40080
concept525,1210,Otros no especificados,40,3340,40080
